"","Rk","Tm.x","W","L","WL","Strk","R","RA","Rdiff","SOS","SRS","pythWL","Luck","vEast","vCent","vWest","Inter","Home","Road","ExInn","1Run","vRHP","vLHP","≥.500","<.500","last10","last20","last30","Year.x","tYear","Tm.y","Attendance","Attend/G","BatAge","PAge","BPF","PPF","#HOF","#A-S","#a-tA-S","Est. Payroll","Time","Chall","Succ","Succ%","Managers","Year.y"
"214",4,"Kansas City Royals",95,67,0.586,NA,4.5,4,0.5,0.2,0.7,"90-72",5,"18-16","44-32","20-12","13-7","51-30","44-37","10-6","23-17","64-40","31-27","47-43","48-24",NA,NA,NA,2015,"Kansas City Royals2015","Kansas City Royals",2708549,33439,29.1,30,104,104,0,7,16,"$121,590,475",03:00:00,33,21,"63%","Yost",2015
"215",5,"Toronto Blue Jays",93,69,0.574,NA,5.5,4.1,1.4,0.2,1.6,"102-60",-9,"42-34","20-14","19-13","12-8","53-28","40-41","8-6","15-28","73-54","20-15","53-33","40-36",NA,NA,NA,2015,"Toronto Blue Jays2015","Toronto Blue Jays",2794891,34505,29.6,29.2,103,102,0,3,19,"$117,917,400",02:53:00,45,20,"44%","Gibbons",2015
"216",6,"Los Angeles Dodgers",92,70,0.568,NA,4.1,3.7,0.4,-0.3,0.1,"89-73",3,"19-13","17-17","46-30","10-10","55-26","37-44","6-9","23-26","67-51","25-19","28-37","64-33",NA,NA,NA,2015,"Los Angeles Dodgers2015","Los Angeles Dodgers",3764815,46479,29.5,28.1,95,94,0,5,16,"$265,140,429",03:03:00,41,17,"41%","Mattingly",2015
"217",7,"New York Mets",90,72,0.556,NA,4.2,3.8,0.4,-0.4,0,"89-73",1,"47-29","13-20","21-12","9-11","49-32","41-40","9-6","25-24","70-56","20-16","28-38","62-34",NA,NA,NA,2015,"New York Mets2015","New York Mets",2569753,31725,28.6,28.2,97,97,0,1,13,"$98,874,473",02:56:00,35,19,"54%","Collins",2015
"218",8,"Texas Rangers",88,74,0.543,NA,4.6,4.5,0.1,0.2,0.4,"83-79",5,"23-11","18-14","36-40","11-9","43-38","45-36","5-4","27-22","53-43","35-31","48-36","40-38",NA,NA,NA,2015,"Texas Rangers2015","Texas Rangers",2491875,30764,28.7,28.1,105,105,1,1,13,"$178,860,789",03:04:00,50,17,"34%","Banister",2015
"219",9,"New York Yankees",87,75,0.537,NA,4.7,4.3,0.4,0.3,0.8,"88-74",-1,"38-38","21-12","17-16","11-9","45-36","42-39","4-9","23-24","60-52","27-23","40-47","47-28",NA,NA,NA,2015,"New York Yankees2015","New York Yankees",3193795,39430,31.4,27.4,101,101,0,3,16,"$214,051,957",03:08:00,30,22,"73%","Girardi",2015
"220",10,"Houston Astros",86,76,0.531,NA,4.5,3.8,0.7,0.2,0.9,"93-69",-7,"18-16","14-18","38-38","16-4","53-28","33-48","8-6","21-29","56-45","30-31","42-43","44-33",NA,NA,NA,2015,"Houston Astros2015","Houston Astros",2153585,26587,26.3,29.4,97,97,0,2,12,"$93,256,200",03:03:00,48,23,"47%","Hinch",2015
"221",11,"Los Angeles Angels of Anaheim",85,77,0.525,NA,4.1,4.2,-0.1,0.3,0.2,"79-83",6,"16-16","17-17","44-32","8-12","49-32","36-45","5-7","35-17","60-55","25-22","38-48","47-29",NA,NA,NA,2015,"Los Angeles Angels of Anaheim2015","Los Angeles Angels of Anaheim",3012765,37195,28.7,28.3,94,94,0,3,11,"$131,522,500",03:00:00,40,24,"60%","Scioscia",2015
"222",12,"San Francisco Giants",84,78,0.519,NA,4.3,3.9,0.4,-0.3,0.1,"89-73",-5,"18-15","15-18","38-38","13-7","47-34","37-44","6-5","19-28","62-56","22-22","29-33","55-45",NA,NA,NA,2015,"San Francisco Giants2015","San Francisco Giants",3375882,41678,28.9,31.5,99,98,0,4,13,"$180,018,166",03:02:00,38,21,"55%","Bochy",2015
"223",13,"Minnesota Twins",83,79,0.512,NA,4.3,4.3,0,0.2,0.2,"81-81",2,"19-14","40-36","16-17","8-12","46-35","37-44","6-8","21-20","55-53","28-26","42-46","41-33",NA,NA,NA,2015,"Minnesota Twins2015","Minnesota Twins",2220054,27408,28.3,29.1,100,101,1,2,14,"$107,755,000",02:57:00,42,26,"61%","Molitor",2015
"224",14,"Washington Nationals",83,79,0.512,NA,4.3,3.9,0.4,-0.4,0,"89-73",-6,"44-32","14-19","17-16","8-12","46-35","37-44","9-2","22-22","60-63","23-16","28-37","55-42",NA,NA,NA,2015,"Washington Nationals2015","Washington Nationals",2619843,32344,28.4,28.6,102,101,0,2,16,"$176,496,372",02:54:00,29,12,"41%","Williams",2015
"225",15,"Cleveland Indians",81,80,0.503,NA,4.2,4,0.2,0.2,0.4,"84-77",-3,"18-15","32-43","19-14","12-8","39-41","42-39","5-4","15-18","57-49","24-31","41-46","40-34",NA,NA,NA,2015,"Cleveland Indians2015","Cleveland Indians",1388905,17361,28,27.3,107,107,0,1,13,"$59,163,766",03:00:00,28,15,"53%","Francona",2015
"226",16,"Baltimore Orioles",81,81,0.5,NA,4.4,4.3,0.1,0.4,0.5,"83-79",-2,"39-37","15-18","15-18","12-8","47-31","34-50","6-5","25-26","59-58","22-23","37-51","44-30",NA,NA,NA,2015,"Baltimore Orioles2015","Baltimore Orioles",2281202,29246,27.9,28.3,102,102,0,4,13,"$112,989,833",02:55:00,30,17,"56%","Showalter",2015
"227",17,"Tampa Bay Rays",80,82,0.494,NA,4,4,0,0.4,0.4,"81-81",-1,"36-40","13-19","17-17","14-6","42-42","38-40","2-13","26-30","50-59","30-23","46-58","34-24",NA,NA,NA,2015,"Tampa Bay Rays2015","Tampa Bay Rays",1287054,15322,28.5,26.7,96,97,0,2,10,"$64,571,233",02:59:00,54,17,"31%","Cash",2015
"228",18,"Arizona Diamondbacks",79,83,0.488,NA,4.4,4.4,0,-0.3,-0.2,"82-80",-3,"15-18","14-19","39-37","11-9","39-42","40-41","9-9","20-24","60-61","19-22","32-53","47-30",NA,NA,NA,2015,"Arizona Diamondbacks2015","Arizona Diamondbacks",2080145,25681,26.6,27.1,105,105,0,2,8,"$64,434,000",03:10:00,34,21,"61%","Hale",2015
"229",19,"Boston Red Sox",78,84,0.481,NA,4.6,4.6,0,0.4,0.3,"81-81",-3,"35-41","15-18","15-18","13-7","43-38","35-46","7-7","20-19","57-59","21-25","44-59","34-25",NA,NA,NA,2015,"Boston Red Sox2015","Boston Red Sox",2880694,35564,28.3,28.6,107,107,1,1,20,"$183,931,900",03:06:00,52,21,"40%","Farrell",2015
"230",20,"Chicago White Sox",76,86,0.469,NA,3.8,4.3,-0.5,0.3,-0.2,"72-90",4,"14-19","32-44","21-12","9-11","40-41","36-45","13-5","29-30","58-68","18-18","49-61","27-25",NA,NA,NA,2015,"Chicago White Sox2015","Chicago White Sox",1755810,21677,28.2,27.8,96,97,0,1,11,"$112,889,700",03:00:00,41,21,"51%","Ventura",2015
"231",21,"Seattle Mariners",76,86,0.469,NA,4,4.5,-0.4,0.3,-0.1,"74-88",2,"15-17","14-20","39-37","8-12","36-45","40-41","10-13","28-29","54-54","22-32","44-58","32-28",NA,NA,NA,2015,"Seattle Mariners2015","Seattle Mariners",2193581,27081,28.6,28.6,95,95,0,2,13,"$130,681,400",03:01:00,38,27,"71%","McClendon",2015
"232",22,"Detroit Tigers",74,87,0.46,NA,4.3,5,-0.7,0.3,-0.4,"69-92",5,"12-20","41-34","12-22","9-11","38-43","36-44","9-8","26-22","53-70","21-17","51-59","23-28",NA,NA,NA,2015,"Detroit Tigers2015","Detroit Tigers",2726048,33655,28.3,28.7,99,99,0,4,17,"$172,284,750",03:09:00,27,11,"40%","Ausmus",2015
"233",23,"San Diego Padres",74,88,0.457,NA,4,4.5,-0.5,-0.2,-0.7,"72-90",2,"17-16","15-18","35-41","7-13","39-42","35-46","7-5","22-21","55-67","19-21","33-50","41-38",NA,NA,NA,2015,"San Diego Padres2015","San Diego Padres",2459752,30367,27.6,29.1,95,95,0,1,8,"$125,203,700",03:01:00,43,19,"44%","Black, Roberts and Murphy",2015
"234",24,"Miami Marlins",71,91,0.438,NA,3.8,4.2,-0.4,-0.3,-0.7,"74-88",-3,"35-41","13-19","16-18","7-13","41-40","30-51","6-3","23-21","57-72","14-19","33-47","38-44",NA,NA,NA,2015,"Miami Marlins2015","Miami Marlins",1752235,21633,27.9,27.3,96,97,0,2,12,"$71,231,500",02:51:00,31,19,"61%","Redmond and Jennings",2015
"235",25,"Milwaukee Brewers",68,94,0.42,NA,4,4.5,-0.5,-0.2,-0.7,"72-90",-4,"17-16","31-45","12-21","8-12","34-47","34-47","4-5","16-16","49-74","19-20","36-61","32-33",NA,NA,NA,2015,"Milwaukee Brewers2015","Milwaukee Brewers",2542558,31390,28.1,28.4,100,101,0,2,13,"$70,869,500",03:01:00,30,16,"53%","Roenicke and Counsell",2015
"236",26,"Oakland Athletics",68,94,0.42,NA,4.3,4.5,-0.2,0.3,0.1,"77-85",-9,"10-23","14-19","33-43","11-9","34-47","34-47","7-10","19-35","53-62","15-32","45-62","23-32",NA,NA,NA,2015,"Oakland Athletics2015","Oakland Athletics",1768175,21829,27.9,27.8,97,97,0,2,14,"$64,016,001",03:01:00,29,15,"51%","Melvin",2015
"237",27,"Colorado Rockies",68,94,0.42,NA,4.5,5.2,-0.7,-0.2,-0.9,"71-91",-3,"16-18","15-17","32-44","5-15","36-45","32-49","3-5","20-24","57-62","11-32","29-53","39-41",NA,NA,NA,2015,"Colorado Rockies2015","Colorado Rockies",2506789,30948,28,28.7,118,118,0,3,8,"$96,438,600",03:06:00,47,25,"53%","Weiss",2015
"238",28,"Atlanta Braves",67,95,0.414,NA,3.5,4.7,-1.2,-0.2,-1.4,"61-101",6,"34-42","15-18","12-21","6-14","42-39","25-56","4-9","28-18","54-72","13-23","29-53","38-42",NA,NA,NA,2015,"Atlanta Braves2015","Atlanta Braves",2001392,24709,28.8,26.6,97,98,0,1,13,"$104,037,500",02:55:00,46,22,"47%","González",2015
"239",29,"Cincinnati Reds",64,98,0.395,NA,4,4.7,-0.7,-0.1,-0.8,"69-93",-5,"16-17","33-43","8-25","7-13","34-47","30-51","5-12","18-29","49-71","15-27","35-62","29-36",NA,NA,NA,2015,"Cincinnati Reds2015","Cincinnati Reds",2419506,29870,29.5,27.3,100,101,0,2,13,"$111,572,286",03:02:00,33,20,"60%","Price",2015
"240",30,"Philadelphia Phillies",63,99,0.389,NA,3.9,5,-1.1,-0.2,-1.4,"62-100",1,"30-46","11-23","14-18","8-12","37-44","26-55","6-9","16-27","45-79","18-20","29-54","34-45",NA,NA,NA,2015,"Philadelphia Phillies2015","Philadelphia Phillies",1831080,22606,28,28.5,97,98,0,1,11,"$103,082,167",02:58:00,38,24,"63%","Sandberg and Mackanin",2015
"241",1,"Los Angeles Angels of Anaheim",98,64,0.605,NA,4.8,3.9,0.9,0.1,1,"96-66",2,"19-14","24-9","43-33","12-8","52-29","46-35","10-7","27-22","70-44","28-20","41-43","57-21",NA,NA,NA,2014,"Los Angeles Angels of Anaheim2014","Los Angeles Angels of Anaheim",3095935,38221,29.3,28.4,95,94,0,2,14,"$128,667,000",03:15:00,36,20,"55%","Scioscia",2014
"242",2,"Washington Nationals",96,66,0.593,NA,4.2,3.4,0.8,-0.2,0.7,"97-65",-1,"45-31","17-16","24-9","10-10","51-30","45-36","8-9","26-22","68-49","28-17","23-23","73-43",NA,NA,NA,2014,"Washington Nationals2014","Washington Nationals",2579389,31844,28.8,28.3,104,102,0,2,15,"$137,235,080",03:05:00,32,21,"65%","Williams",2014
"243",3,"Baltimore Orioles",96,66,0.593,NA,4.4,3.7,0.7,0.1,0.8,"94-68",2,"47-29","16-17","21-12","12-8","50-31","46-35","14-6","32-23","74-47","22-19","51-40","45-26",NA,NA,NA,2014,"Baltimore Orioles2014","Baltimore Orioles",2464473,30426,28.3,27.7,103,103,0,3,17,"$109,097,500",03:07:00,28,14,"50%","Showalter",2014
"244",4,"Los Angeles Dodgers",94,68,0.58,NA,4.4,3.8,0.6,-0.2,0.4,"92-70",2,"18-14","15-19","50-26","11-9","45-36","49-32","6-12","25-20","68-52","26-16","26-33","68-35",NA,NA,NA,2014,"Los Angeles Dodgers2014","Los Angeles Dodgers",3782337,46696,29.3,29.9,96,95,0,4,21,"$233,386,026",03:14:00,38,21,"55%","Mattingly",2014
"245",5,"St. Louis Cardinals",90,72,0.556,NA,3.8,3.7,0.1,-0.2,-0.1,"83-79",7,"17-16","45-31","20-13","8-12","51-30","39-42","7-6","32-23","69-54","21-18","39-33","51-39",NA,NA,NA,2014,"St. Louis Cardinals2014","St. Louis Cardinals",3540649,43712,28.6,27.2,100,99,0,4,15,"$129,932,500",03:03:00,32,13,"40%","Matheny",2014
"246",6,"Detroit Tigers",90,72,0.556,NA,4.7,4.4,0.3,0,0.4,"86-76",4,"17-15","43-33","18-16","12-8","45-36","45-36","6-6","23-20","62-50","28-22","49-39","41-33",NA,NA,NA,2014,"Detroit Tigers2014","Detroit Tigers",2917209,36015,29.8,28.5,101,101,0,4,18,"$169,135,500",03:14:00,39,23,"58%","Ausmus",2014
"247",7,"Kansas City Royals",89,73,0.549,NA,4,3.9,0.2,0.1,0.2,"84-78",5,"17-17","39-37","18-14","15-5","42-39","47-34","5-7","22-25","65-52","24-21","44-45","45-28",NA,NA,NA,2014,"Kansas City Royals2014","Kansas City Royals",1956482,24154,28.2,28.9,104,103,0,3,16,"$89,804,075",03:02:00,35,22,"62%","Yost",2014
"248",8,"San Francisco Giants",88,74,0.543,NA,4.1,3.8,0.3,-0.2,0.1,"87-75",1,"22-12","16-16","40-36","10-10","45-36","43-38","9-4","18-22","58-44","30-30","27-31","61-43",NA,NA,NA,2014,"San Francisco Giants2014","San Francisco Giants",3368697,41589,28.6,31.7,95,94,0,3,16,"$163,510,167",03:05:00,35,22,"62%","Bochy",2014
"249",9,"Pittsburgh Pirates",88,74,0.543,NA,4.2,3.9,0.3,-0.2,0.1,"87-75",1,"21-13","36-40","20-12","11-9","51-30","37-44","8-7","31-29","68-61","20-13","33-39","55-35",NA,NA,NA,2014,"Pittsburgh Pirates2014","Pittsburgh Pirates",2442564,30155,27.3,28.1,99,98,0,3,14,"$80,729,000",03:09:00,35,20,"57%","Hurdle",2014
"250",10,"Oakland Athletics",88,74,0.543,NA,4.5,3.5,1,0.1,1.1,"99-63",-11,"20-12","17-17","38-38","13-7","48-33","40-41","13-8","21-28","64-49","24-25","44-40","44-34",NA,NA,NA,2014,"Oakland Athletics2014","Oakland Athletics",2003628,24736,29.6,28.2,98,97,0,6,16,"$89,160,900",03:05:00,26,14,"53%","Melvin",2014
"251",11,"Seattle Mariners",87,75,0.537,NA,3.9,3.4,0.5,0.2,0.7,"91-71",-4,"18-15","19-14","41-35","9-11","41-40","46-35","4-7","18-27","55-52","32-23","45-35","42-40",NA,NA,NA,2014,"Seattle Mariners2014","Seattle Mariners",2064334,25486,27.5,29,95,95,0,4,13,"$95,471,000",02:59:00,35,20,"57%","McClendon",2014
"252",12,"Cleveland Indians",85,77,0.525,NA,4.1,4,0.1,0.1,0.1,"83-79",2,"19-14","39-37","17-16","10-10","48-33","37-44","13-8","25-21","60-52","25-25","36-47","49-30",NA,NA,NA,2014,"Cleveland Indians2014","Cleveland Indians",1437393,17746,28.6,27.2,103,102,0,1,14,"$73,509,399",03:12:00,33,17,"51%","Francona",2014
"253",13,"New York Yankees",84,78,0.519,NA,3.9,4.1,-0.2,0.1,0,"77-85",7,"37-39","19-16","15-16","13-7","43-38","41-40","7-7","28-24","60-58","24-20","41-45","43-33",NA,NA,NA,2014,"New York Yankees2014","New York Yankees",3401624,41995,32.8,29.3,100,100,1,3,19,"$258,118,959",03:12:00,30,24,"80%","Girardi",2014
"254",14,"Toronto Blue Jays",83,79,0.512,NA,4.5,4.2,0.2,0.1,0.3,"85-77",-2,"39-37","16-16","15-19","13-7","46-35","37-44","5-8","15-20","63-60","20-19","41-47","42-32",NA,NA,NA,2014,"Toronto Blue Jays2014","Toronto Blue Jays",2375525,29327,29.2,29.6,100,99,0,3,14,"$136,466,200",03:01:00,47,16,"34%","Gibbons",2014
"255",15,"Milwaukee Brewers",82,80,0.506,NA,4,4.1,0,-0.2,-0.2,"80-82",2,"15-19","36-40","20-12","11-9","42-39","40-41","7-6","23-19","60-62","22-18","33-33","49-47",NA,NA,NA,2014,"Milwaukee Brewers2014","Milwaukee Brewers",2797384,34536,28.8,29,103,103,0,4,15,"$109,567,000",03:07:00,27,17,"62%","Roenicke",2014
"256",16,"New York Mets",79,83,0.488,NA,3.9,3.8,0.1,-0.1,0,"82-80",-3,"38-38","16-18","14-18","11-9","40-41","39-42","7-8","26-29","62-67","17-16","24-43","55-40",NA,NA,NA,2014,"New York Mets2014","New York Mets",2148808,26528,28.4,28.9,94,94,0,1,11,"$82,663,615",03:08:00,31,14,"45%","Collins",2014
"257",17,"Atlanta Braves",79,83,0.488,NA,3.5,3.7,-0.1,-0.1,-0.2,"78-84",1,"40-36","20-13","12-21","7-13","42-39","37-44","7-10","25-28","60-68","19-15","28-34","51-49",NA,NA,NA,2014,"Atlanta Braves2014","Atlanta Braves",2354305,29065,26.8,27.3,98,97,0,3,11,"$108,081,500",03:04:00,34,23,"67%","González",2014
"258",18,"San Diego Padres",77,85,0.475,NA,3.3,3.6,-0.3,-0.2,-0.4,"75-87",2,"17-17","18-14","33-43","9-11","48-33","29-52","10-5","33-21","58-64","19-21","35-42","42-43",NA,NA,NA,2014,"San Diego Padres2014","San Diego Padres",2195373,27103,27.9,28.8,92,92,0,2,6,"$76,662,100",03:01:00,33,17,"51%","Black",2014
"259",19,"Miami Marlins",77,85,0.475,NA,4,4.2,-0.2,-0.1,-0.3,"78-84",-1,"33-43","14-18","17-17","13-7","42-39","35-46","9-12","35-29","57-69","20-16","25-35","52-50",NA,NA,NA,2014,"Miami Marlins2014","Miami Marlins",1732283,21386,27.4,26.4,100,101,0,2,13,"$42,365,400",03:05:00,27,19,"70%","Redmond",2014
"260",20,"Tampa Bay Rays",77,85,0.475,NA,3.8,3.9,-0.1,0.1,0.1,"79-83",-2,"36-40","14-18","17-17","10-10","36-45","41-40","8-10","25-23","57-61","20-24","47-59","30-26",NA,NA,NA,2014,"Tampa Bay Rays2014","Tampa Bay Rays",1446464,17858,29.3,28.4,97,97,0,1,14,"$77,814,300",03:19:00,49,21,"42%","Maddon",2014
"261",21,"Cincinnati Reds",76,86,0.469,NA,3.7,3.8,-0.1,-0.1,-0.3,"79-83",-3,"14-18","40-36","16-18","6-14","44-37","32-49","4-9","22-38","59-69","17-17","45-45","31-41",NA,NA,NA,2014,"Cincinnati Reds2014","Cincinnati Reds",2476664,30576,29,28,100,100,0,5,11,"$102,230,000",03:03:00,27,12,"44%","Price",2014
"262",22,"Chicago White Sox",73,89,0.451,NA,4.1,4.7,-0.6,0.1,-0.5,"71-91",2,"16-18","33-43","13-19","11-9","40-41","33-48","6-8","28-24","51-66","22-23","45-59","28-30",NA,NA,NA,2014,"Chicago White Sox2014","Chicago White Sox",1650821,20381,27.7,27.4,97,98,0,3,9,"$87,475,500",03:08:00,36,17,"47%","Ventura",2014
"263",23,"Philadelphia Phillies",73,89,0.451,NA,3.8,4.2,-0.4,0,-0.4,"73-89",0,"34-42","15-18","17-16","7-13","37-44","36-45","10-11","28-27","50-67","23-22","28-40","45-49",NA,NA,NA,2014,"Philadelphia Phillies2014","Philadelphia Phillies",2423852,29924,30.8,30.1,101,102,0,1,12,"$176,444,967",03:09:00,32,14,"43%","Sandberg",2014
"264",24,"Chicago Cubs",73,89,0.451,NA,3.8,4.4,-0.6,-0.1,-0.7,"71-91",2,"16-16","33-43","15-19","9-11","41-40","32-49","8-10","19-21","57-71","16-18","37-50","36-39",NA,NA,NA,2014,"Chicago Cubs2014","Chicago Cubs",2652113,32742,26.8,28,102,103,0,3,8,"$59,800,500",03:12:00,57,25,"43%","Renteria",2014
"265",25,"Boston Red Sox",71,91,0.438,NA,3.9,4.4,-0.5,0.2,-0.3,"72-90",-1,"31-45","17-16","14-19","9-11","34-47","37-44","10-11","28-28","49-64","22-27","38-68","33-23",NA,NA,NA,2014,"Boston Red Sox2014","Boston Red Sox",2956089,36495,29.2,29.9,104,104,1,2,22,"$134,628,929",03:17:00,34,19,"55%","Farrell",2014
"266",26,"Houston Astros",70,92,0.432,NA,3.9,4.5,-0.6,0.3,-0.3,"71-91",-1,"16-18","14-18","35-41","5-15","38-43","32-49","6-5","17-28","49-66","21-26","43-58","27-34",NA,NA,NA,2014,"Houston Astros2014","Houston Astros",1751829,21628,25.4,27.9,100,101,0,1,6,"$44,736,800",03:10:00,31,19,"61%","Porter and Lawless",2014
"267",27,"Minnesota Twins",70,92,0.432,NA,4.4,4.8,-0.4,0.1,-0.3,"75-87",-5,"14-18","36-40","11-23","9-11","35-46","35-46","6-7","21-24","46-60","24-32","44-64","26-28",NA,NA,NA,2014,"Minnesota Twins2014","Minnesota Twins",2250606,27785,27.5,29.2,102,102,1,2,12,"$87,044,000",03:07:00,40,21,"52%","Gardenhire",2014
"268",28,"Texas Rangers",67,95,0.414,NA,3.9,4.8,-0.8,0.3,-0.5,"67-95",0,"10-23","14-19","33-43","10-10","33-48","34-47","2-5","25-22","45-66","22-29","37-63","30-32",NA,NA,NA,2014,"Texas Rangers2014","Texas Rangers",2718733,33565,28.4,27.9,104,104,1,2,16,"$129,801,239",03:06:00,43,22,"51%","Washington and Bogar",2014
"269",29,"Colorado Rockies",66,96,0.407,NA,4.7,5,-0.4,-0.2,-0.6,"75-87",-9,"13-20","10-23","36-40","7-13","45-36","21-60","7-7","20-24","43-73","23-23","22-51","44-45",NA,NA,NA,2014,"Colorado Rockies2014","Colorado Rockies",2680329,33090,27.4,28.5,116,116,0,2,9,"$95,403,500",03:12:00,37,14,"37%","Weiss",2014
"270",30,"Arizona Diamondbacks",64,98,0.395,NA,3.8,4.6,-0.8,-0.1,-0.9,"67-95",-3,"11-21","15-19","31-45","7-13","33-48","31-50","10-6","23-30","49-73","15-25","21-54","43-44",NA,NA,NA,2014,"Arizona Diamondbacks2014","Arizona Diamondbacks",2073730,25602,27.6,28,102,102,0,2,13,"$89,926,500",03:03:00,37,19,"51%","Gibson and Trammell",2014
"271",1,"Boston Red Sox",97,65,0.599,NA,5.3,4,1.2,0.1,1.3,"100-62",-3,"44-32","19-15","20-12","14-6","53-28","44-37","10-6","21-21","65-43","32-22","53-43","44-22",NA,NA,NA,2013,"Boston Red Sox2013","Boston Red Sox",2833333,34979,29.6,30.2,103,103,1,3,20,"$175395500",03:15:00,NA,NA,NA,"Farrell",2013
"272",2,"St. Louis Cardinals",97,65,0.599,NA,4.8,3.7,1.2,-0.1,1,"101-61",-4,"23-10","46-30","18-15","10-10","54-27","43-38","6-6","20-16","78-42","19-23","39-36","58-29",NA,NA,NA,2013,"St. Louis Cardinals2013","St. Louis Cardinals",3369769,41602,28.7,26.9,101,100,0,6,15,"$112583000",03:01:00,NA,NA,NA,"Matheny",2013
"273",3,"Atlanta Braves",96,66,0.593,NA,4.2,3.4,0.9,-0.3,0.6,"98-64",-2,"47-29","19-14","19-14","11-9","56-25","40-41","12-5","27-20","71-50","25-16","39-24","57-42",NA,NA,NA,2013,"Atlanta Braves2013","Atlanta Braves",2548679,31465,26.8,27.2,101,100,0,3,12,"$95618750",02:59:00,NA,NA,NA,"González",2013
"274",4,"Oakland Athletics",96,66,0.593,NA,4.7,3.9,0.9,0,0.8,"96-66",0,"17-15","22-12","44-32","13-7","52-29","44-37","7-6","30-20","64-44","32-22","40-34","56-32",NA,NA,NA,2013,"Oakland Athletics2013","Oakland Athletics",1809302,22337,28.3,28.3,98,97,0,2,15,"$69440000",03:05:00,NA,NA,NA,"Melvin",2013
"275",5,"Pittsburgh Pirates",94,68,0.58,NA,3.9,3.6,0.4,0,0.3,"88-74",6,"20-14","45-31","14-18","15-5","50-31","44-37","9-9","29-23","76-55","18-13","40-34","54-34",NA,NA,NA,2013,"Pittsburgh Pirates2013","Pittsburgh Pirates",2256862,27862,27.9,28.7,95,95,0,5,19,"$99230000",03:06:00,NA,NA,NA,"Hurdle",2013
"276",6,"Detroit Tigers",93,69,0.574,NA,4.9,3.9,1.1,0,1,"99-63",-6,"17-15","47-29","17-17","12-8","51-30","42-39","6-13","20-26","66-46","27-23","48-40","45-29",NA,NA,NA,2013,"Detroit Tigers2013","Detroit Tigers",3083397,38067,30,28.4,104,104,0,6,13,"$154407000",03:06:00,NA,NA,NA,"Leyland",2013
"277",7,"Los Angeles Dodgers",92,70,0.568,NA,4,3.6,0.4,-0.2,0.2,"89-73",3,"22-11","21-12","37-39","12-8","47-34","45-36","10-5","25-21","66-43","26-27","34-31","58-39",NA,NA,NA,2013,"Los Angeles Dodgers2013","Los Angeles Dodgers",3743527,46216,30.6,28.1,96,95,0,1,21,"$254161000",03:07:00,NA,NA,NA,"Mattingly",2013
"278",8,"Cleveland Indians",92,70,0.568,NA,4.6,4.1,0.5,0,0.5,"90-72",2,"12-21","44-32","25-8","11-9","51-30","41-40","10-2","30-17","56-50","36-20","36-52","56-18",NA,NA,NA,2013,"Cleveland Indians2013","Cleveland Indians",1572926,19419,28.7,27.5,95,95,0,2,16,"$87342433",03:03:00,NA,NA,NA,"Francona",2013
"279",9,"Tampa Bay Rays",92,71,0.564,NA,4.3,4,0.3,0.1,0.5,"87-76",5,"43-33","19-14","18-16","12-8","51-30","41-41","9-7","26-21","62-48","30-23","48-49","44-22",NA,NA,NA,2013,"Tampa Bay Rays2013","Tampa Bay Rays",1510300,18646,29.5,29,97,96,0,2,12,"$71163500",03:11:00,NA,NA,NA,"Maddon",2013
"280",10,"Texas Rangers",91,72,0.558,NA,4.5,3.9,0.6,0,0.6,"92-71",-1,"15-20","13-19","53-23","10-10","46-36","45-36","3-9","27-20","59-53","32-19","38-41","53-31",NA,NA,NA,2013,"Texas Rangers2013","Texas Rangers",3178273,38759,29.6,27.9,103,103,1,3,17,"$139261200",03:04:00,NA,NA,NA,"Washington",2013
"281",11,"Cincinnati Reds",90,72,0.556,NA,4.3,3.6,0.7,-0.1,0.6,"93-69",-3,"20-13","40-36","19-14","11-9","49-31","41-41","13-9","27-22","63-47","27-25","35-42","55-30",NA,NA,NA,2013,"Cincinnati Reds2013","Cincinnati Reds",2492101,31151,28.5,27.7,101,101,0,3,15,"$106255535",03:08:00,NA,NA,NA,"Baker",2013
"282",12,"Washington Nationals",86,76,0.531,NA,4,3.9,0.2,-0.2,0,"84-78",2,"43-33","15-19","17-15","11-9","47-34","39-42","7-8","28-24","60-56","26-20","24-41","62-35",NA,NA,NA,2013,"Washington Nationals2013","Washington Nationals",2652422,32746,27.7,27.7,103,101,0,2,14,"$112493250",02:57:00,NA,NA,NA,"Johnson",2013
"283",13,"Kansas City Royals",86,76,0.531,NA,4,3.7,0.3,0.1,0.4,"87-75",-1,"19-15","44-32","14-18","9-11","44-37","42-39","11-4","31-25","62-52","24-24","44-45","42-31",NA,NA,NA,2013,"Kansas City Royals2013","Kansas City Royals",1750754,21614,26.9,28.9,103,103,0,3,16,"$87426250",02:55:00,NA,NA,NA,"Yost",2013
"284",14,"Baltimore Orioles",85,77,0.525,NA,4.6,4.4,0.2,0.2,0.4,"85-77",0,"36-40","17-16","21-12","11-9","46-35","39-42","8-7","20-31","58-51","27-26","51-50","34-27",NA,NA,NA,2013,"Baltimore Orioles2013","Baltimore Orioles",2357561,29106,27.8,27.9,103,102,0,5,18,"$100832000",03:01:00,NA,NA,NA,"Showalter",2013
